Filename,width,height,framerate,MOS,pixfmt,,,,
6369679907,960,540,30,1.72,yuv420p,,,,
6370967061,960,540,24,2.2,yuv420p,,,,
6373417661,960,540,24,3.72,yuv420p,,,,
6381011947,960,540,30,3.26,yuv420p,,,,
6408210773,960,540,24,2.92,yuv420p,,,,
6408325533,960,540,30,1.26,yuv420p,,,,
6408909511,960,540,30,3.26,yuv420p,,,,
6411380421,960,540,30,3.44,yuv420p,,,,
6416687735,960,540,30,3.36,yuv420p,,,,
6416725133,960,540,30,3.76,yuv420p,,,,
6422437813,960,540,30,2.46,yuv420p,,,,
6439107119,960,540,30,3.08,yuv420p,,,,
6444142351,960,540,30,3.28,yuv420p,,,,
6469679863,960,540,30,2.4,yuv420p,,,,
6471207533,960,540,24,3.32,yuv420p,,,,
6490001399,960,540,24,3.36,yuv420p,,,,
6492110563,960,540,30,3.92,yuv420p,,,,
6497033987,960,540,30,1.8,yuv420p,,,,
6497857295,960,540,30,2.38,yuv420p,,,,
6514514177,960,540,24,3.68,yuv420p,,,,
6518466029,960,540,24,3.02,yuv420p,,,,
6527804569,960,540,24,3.12,yuv420p,,,,
6528988807,960,540,24,3.94488189,yuv420p,,,,
6538025379,960,540,30,3.8,yuv420p,,,,
6554989029,960,540,24,2.68,yuv420p,,,,
6571028091,960,540,30,3.16,yuv420p,,,,
6582418637,960,540,30,3.12,yuv420p,,,,
6598948831,960,540,30,3.7,yuv420p,,,,
6621826551,960,540,30,3.42,yuv420p,,,,
6625655725,960,540,30,3.62,yuv420p,,,,
6629527951,960,540,24,2.25498008,yuv420p,,,,
6638842709,960,540,30,2.94,yuv420p,,,,
6648629457,960,540,24,3.42,yuv420p,,,,
6660107279,960,540,30,3.26,yuv420p,,,,
6661657005,960,540,30,1.9,yuv420p,,,,
6669111911,960,540,30,3.2,yuv420p,,,,
6671136435,960,540,30,3.04,yuv420p,,,,
6677269327,960,540,30,3.72,yuv420p,,,,
6680559525,960,540,30,3.3,yuv420p,,,,
6694501209,960,540,30,2.92,yuv420p,,,,
6694553789,960,540,30,3.62,yuv420p,,,,
6696625151,960,540,30,3.1,yuv420p,,,,
6716265511,960,540,24,3.54,yuv420p,,,,
6722692103,960,540,24,3.5,yuv420p,,,,
6724048499,960,540,30,2.56,yuv420p,,,,
6740483069,960,540,30,2.2421875,yuv420p,,,,
6749780445,960,540,30,2.02,yuv420p,,,,
6760172457,960,540,24,3.24,yuv420p,,,,
6772996477,960,540,24,3.72,yuv420p,,,,
6775766604,960,540,30,2.96,yuv420p,,,,
6783810490,960,540,30,1.88,yuv420p,,,,
6787309364,960,540,30,4.16,yuv420p,,,,
6792594754,960,540,30,3.4,yuv420p,,,,
6792979288,960,540,24,1.78,yuv420p,,,,
6794539977,960,540,25,3.4,yuv420p,,,,
6798366426,960,540,24,3.84,yuv420p,,,,
6804829908,960,540,30,2.96,yuv420p,,,,
6806699713,960,540,30,3.76,yuv420p,,,,
6807638360,960,540,24,1.46,yuv420p,,,,
6809728071,960,540,30,3.52,yuv420p,,,,
6811275923,960,540,24,3.36,yuv420p,,,,
6812062788,960,540,30,2.52,yuv420p,,,,
6812860936,960,540,30,2.88,yuv420p,,,,
6830500351,960,540,30,2.94,yuv420p,,,,
6838572151,960,540,24,2.6,yuv420p,,,,
6844033217,960,540,30,3.72,yuv420p,,,,
6847647728,960,540,30,3.68,yuv420p,,,,
6849313907,960,540,30,3.48,yuv420p,,,,
6849945228,960,540,24,2.91796875,yuv420p,,,,
6858182534,960,540,30,2.98,yuv420p,,,,
6864942042,960,540,24,2.72,yuv420p,,,,
6865667129,960,540,30,3.3,yuv420p,,,,
6866970306,960,540,30,3.32,yuv420p,,,,
6867862287,960,540,30,3.68,yuv420p,,,,
6867926575,960,540,30,3.08,yuv420p,,,,
6867937233,960,540,30,2.72,yuv420p,,,,
6868110990,960,540,30,3.18,yuv420p,,,,
6868246166,960,540,24,2.68,yuv420p,,,,
6868748154,960,540,25,3.26,yuv420p,,,,
6874423527,960,540,24,2.82,yuv420p,,,,
6879288904,960,540,24,2.78,yuv420p,,,,
6894958520,960,540,30,3.24,yuv420p,,,,
6900620920,960,540,24,4.04,yuv420p,,,,
6907839104,960,540,24,3.5,yuv420p,,,,
6913535960,960,540,25,4.106299213,yuv420p,,,,
6914710581,960,540,24,4,yuv420p,,,,
6916420878,960,540,24,2.84,yuv420p,,,,
6917745987,960,540,24,2.4,yuv420p,,,,
6924551254,960,540,30,2.72,yuv420p,,,,
6929069239,960,540,30,2.58,yuv420p,,,,
6932519097,960,540,30,3.12,yuv420p,,,,
6932589551,960,540,30,3.62,yuv420p,,,,
6935410837,960,540,25,3.24,yuv420p,,,,
6937597827,960,540,30,3.28,yuv420p,,,,
6946901845,960,540,30,3.46,yuv420p,,,,
6947112934,960,540,25,4.18,yuv420p,,,,
6948249567,960,540,30,3.1,yuv420p,,,,
6949440526,960,540,30,3.92,yuv420p,,,,
6953979425,960,540,30,3.02,yuv420p,,,,
6959318659,960,540,30,3.04,yuv420p,,,,
6971190423,960,540,30,3.82,yuv420p,,,,
6971497024,960,540,30,3.02,yuv420p,,,,
6971905222,960,540,30,2.6,yuv420p,,,,
6981897920,960,540,30,3.3,yuv420p,,,,
6982428911,960,540,30,2.7,yuv420p,,,,
6985991227,960,540,30,1.62,yuv420p,,,,
6995540661,960,540,30,3.18,yuv420p,,,,
7005111650,960,540,24,2.72,yuv420p,,,,
7005478889,960,540,24,2.86,yuv420p,,,,
7012065923,960,540,30,3.48,yuv420p,,,,
7029270875,960,540,24,3.94,yuv420p,,,,
7054450817,960,540,24,3.46,yuv420p,,,,
7057951213,960,540,30,3.54,yuv420p,,,,
7066660513,960,540,30,3.8,yuv420p,,,,
7068941889,960,540,30,2.8,yuv420p,,,,
7074513729,960,540,30,1.56,yuv420p,,,,
7087189849,960,540,24,1.98,yuv420p,,,,
7117529219,960,540,30,2.86,yuv420p,,,,
7122092993,960,540,30,2.88,yuv420p,,,,
7123482247,960,540,24,3.258064516,yuv420p,,,,
7123683275,960,540,24,2.06,yuv420p,,,,
7136906983,960,540,30,2.4,yuv420p,,,,
7141804343,960,540,30,2.9,yuv420p,,,,
7146539585,960,540,30,3.4,yuv420p,,,,
7151780093,960,540,30,2.6,yuv420p,,,,
7171297739,960,540,24,2.06,yuv420p,,,,
7173586391,960,540,24,2.74,yuv420p,,,,
7175971942,960,540,30,2.32,yuv420p,,,,
7177427229,960,540,24,2.48,yuv420p,,,,
7177696763,960,540,24,4.06,yuv420p,,,,
7192436890,960,540,30,2.78,yuv420p,,,,
7197025396,960,540,30,3.92,yuv420p,,,,
7198246948,960,540,30,3.42,yuv420p,,,,
7198853624,960,540,24,3.6,yuv420p,,,,
7208119980,960,540,30,2.93385214,yuv420p,,,,
7236880666,960,540,30,3.5,yuv420p,,,,
7246583832,960,540,24,2.86,yuv420p,,,,
7274180028,960,540,24,3.76,yuv420p,,,,
7287123594,960,540,30,3.48,yuv420p,,,,
7287459080,960,540,30,2.32,yuv420p,,,,
7313643370,960,540,30,3.68,yuv420p,,,,
7341359052,960,540,30,3.16,yuv420p,,,,
7344072960,960,540,24,2.769874477,yuv420p,,,,
7358630018,960,540,24,3.6,yuv420p,,,,
7360639566,960,540,30,3.54,yuv420p,,,,
7361913318,960,540,24,2.74,yuv420p,,,,
7381539666,960,540,30,2.86,yuv420p,,,,
7383232724,960,540,30,2.6,yuv420p,,,,
7383994638,960,540,30,3.74,yuv420p,,,,
7385692814,960,540,30,3.92,yuv420p,,,,
7390590300,960,540,24,2.28,yuv420p,,,,
7395710342,960,540,30,2.92,yuv420p,,,,
7396603710,960,540,30,3.64,yuv420p,,,,
7402519316,960,540,30,2.98,yuv420p,,,,
7425861358,960,540,30,3.46,yuv420p,,,,
7453163014,960,540,24,3.02,yuv420p,,,,
7481217984,960,540,30,3.2,yuv420p,,,,
7495255120,960,540,24,2.42,yuv420p,,,,
7495449440,960,540,30,1.92,yuv420p,,,,
7500126174,960,540,24,3.6,yuv420p,,,,
7517202292,960,540,30,2.38,yuv420p,,,,
7518773518,960,540,24,4.32,yuv420p,,,,
7520968610,960,540,30,3.1,yuv420p,,,,
7521145978,960,540,30,3.44,yuv420p,,,,
7526781566,960,540,30,3.02,yuv420p,,,,
7532463480,960,540,30,2.792828685,yuv420p,,,,
7541374876,960,540,30,3.38,yuv420p,,,,
7542896986,960,540,24,3.02,yuv420p,,,,
7545358086,960,540,24,2.02,yuv420p,,,,
7547384258,960,540,30,2.44,yuv420p,,,,
7547764246,960,540,30,3.28,yuv420p,,,,
7548202460,960,540,30,3.3,yuv420p,,,,
7548305462,960,540,24,2.24,yuv420p,,,,
7548330816,960,540,24,3.04,yuv420p,,,,
7550224002,960,540,24,2.34,yuv420p,,,,
7556185878,960,540,24,2.82,yuv420p,,,,
7556474634,960,540,30,2.94,yuv420p,,,,
7558781186,960,540,25,1.68,yuv420p,,,,
7585780552,960,540,30,3.52,yuv420p,,,,
7591242800,960,540,25,3.16,yuv420p,,,,
7616950966,960,540,30,2.66,yuv420p,,,,
7622034108,960,540,30,3.44,yuv420p,,,,
7633708420,960,540,24,2.78,yuv420p,,,,
7644822866,960,540,30,3.78,yuv420p,,,,
7651248048,960,540,24,2.08,yuv420p,,,,
7664727482,960,540,30,3.4,yuv420p,,,,
7667993154,960,540,30,3.76,yuv420p,,,,
7681404078,960,540,30,2.98,yuv420p,,,,
7693986854,960,540,30,3.1,yuv420p,,,,
7700672030,960,540,30,3.3,yuv420p,,,,
7703064692,960,540,30,3.6,yuv420p,,,,
7708735292,960,540,24,2.46,yuv420p,,,,
7722155622,960,540,24,2.36,yuv420p,,,,
7734422826,960,540,30,2.82,yuv420p,,,,
7734563104,960,540,24,2.7,yuv420p,,,,
7760313026,960,540,30,3.36,yuv420p,,,,
7812985864,960,540,30,2.76,yuv420p,,,,
7819697028,960,540,30,2.56,yuv420p,,,,
7820483368,960,540,30,2.76,yuv420p,,,,
7832506570,960,540,30,3.92,yuv420p,,,,
7834396986,960,540,30,3.3,yuv420p,,,,
7848940332,960,540,30,1.86,yuv420p,,,,
7849542524,960,540,30,3.7,yuv420p,,,,
7863416600,960,540,30,1.78,yuv420p,,,,
7879889838,960,540,30,2.76,yuv420p,,,,
7892371292,960,540,30,3.48,yuv420p,,,,
7897750494,960,540,24,2.4,yuv420p,,,,
7897815844,960,540,30,2.96,yuv420p,,,,
7917797604,960,540,30,2.105660377,yuv420p,,,,
7935377214,960,540,30,3.58,yuv420p,,,,
7938991482,960,540,30,2.52,yuv420p,,,,
7954124226,960,540,30,3.8,yuv420p,,,,
7959542546,960,540,24,2.64,yuv420p,,,,
7962972726,960,540,30,2.18,yuv420p,,,,
7969995368,960,540,30,3.04,yuv420p,,,,
7977126554,960,540,30,3.96,yuv420p,,,,
7978973307,960,540,30,1.78,yuv420p,,,,
7983363078,960,540,24,1.9,yuv420p,,,,
7983610133,960,540,30,3.74,yuv420p,,,,
7986004475,960,540,25,3.58,yuv420p,,,,
7992241767,960,540,30,3.64,yuv420p,,,,
8002170390,960,540,25,2.76,yuv420p,,,,
8005708131,960,540,30,3.06,yuv420p,,,,
8007634384,960,540,30,2.98,yuv420p,,,,
8013211059,960,540,25,2.48,yuv420p,,,,
8017059368,960,540,30,1.907172996,yuv420p,,,,
8026448058,960,540,25,3.44,yuv420p,,,,
8031519344,960,540,30,3.3,yuv420p,,,,
8039356416,960,540,30,2.46,yuv420p,,,,
8039435442,960,540,30,3.1,yuv420p,,,,
8052505414,960,540,30,3.92,yuv420p,,,,
8056761129,960,540,30,3.12,yuv420p,,,,
8069024908,960,540,30,2.12,yuv420p,,,,
8069868772,960,540,30,3.32,yuv420p,,,,
8069880437,960,540,30,3.64,yuv420p,,,,
8072548302,960,540,30,3.02,yuv420p,,,,
8078127133,960,540,30,2.618867925,yuv420p,,,,
8078333220,960,540,30,2.6,yuv420p,,,,
8084631711,960,540,24,3.48,yuv420p,,,,
8088901520,960,540,30,3.68,yuv420p,,,,
8092884510,960,540,24,2.42,yuv420p,,,,
8097209231,960,540,30,3.4,yuv420p,,,,
8098521993,960,540,30,2.86,yuv420p,,,,
8110008288,960,540,24,2.02,yuv420p,,,,
8118947664,960,540,30,3.76,yuv420p,,,,
8124951690,960,540,30,3.06,yuv420p,,,,
8129160337,960,540,30,3.12,yuv420p,,,,
8132161360,960,540,24,2.9,yuv420p,,,,
8140107150,960,540,24,2.4,yuv420p,,,,
8144762018,960,540,24,2.1,yuv420p,,,,
8147563408,960,540,30,3.58,yuv420p,,,,
8148981356,960,540,30,3.16,yuv420p,,,,
8151400613,960,540,30,2.98,yuv420p,,,,
8152764264,960,540,30,3.14,yuv420p,,,,
8156543755,960,540,30,3.14,yuv420p,,,,
8171831850,960,540,30,4.444029851,yuv420p,,,,
8172276744,960,540,30,3.92,yuv420p,,,,
8178490084,960,540,30,3.42,yuv420p,,,,
8182527128,960,540,30,3.96,yuv420p,,,,
8182593817,960,540,30,2.8,yuv420p,,,,
8193379879,960,540,24,3.26,yuv420p,,,,
8195185860,960,540,30,3.64,yuv420p,,,,
8195899669,960,540,30,2.06,yuv420p,,,,
8201673711,960,540,30,3.54,yuv420p,,,,
8207372644,960,540,30,3.24,yuv420p,,,,
8215074237,960,540,24,2.7,yuv420p,,,,
8217524401,960,540,24,2.58,yuv420p,,,,
8222762296,960,540,30,1.66,yuv420p,,,,
8223463984,960,540,30,2.94,yuv420p,,,,
8229018279,960,540,30,3.56,yuv420p,,,,
8230249635,960,540,30,2.66,yuv420p,,,,
8235549337,960,540,30,2.66,yuv420p,,,,
8236900278,960,540,24,3.36,yuv420p,,,,
8240363350,960,540,30,3.22,yuv420p,,,,
8251526312,960,540,30,2.28,yuv420p,,,,
8252040986,960,540,30,3.68,yuv420p,,,,
8253260683,960,540,24,3.08,yuv420p,,,,
8254380270,960,540,24,3.16,yuv420p,,,,
8257892715,960,540,30,1.98,yuv420p,,,,
8266961231,960,540,30,3.14,yuv420p,,,,
8267321210,960,540,30,3.42,yuv420p,,,,
8278672659,960,540,24,2.18,yuv420p,,,,
8281263977,960,540,30,3.14,yuv420p,,,,
8281880253,960,540,24,2.4,yuv420p,,,,
8286421427,960,540,25,4.14,yuv420p,,,,
8298917863,960,540,24,3.28,yuv420p,,,,
8299847304,960,540,24,2.96,yuv420p,,,,
8304230962,960,540,24,2.32,yuv420p,,,,
8317937019,960,540,30,2.48,yuv420p,,,,
8319369964,960,540,30,2.64,yuv420p,,,,
8320880668,960,540,24,2.22,yuv420p,,,,
8322973249,960,540,30,3.3,yuv420p,,,,
8324243833,960,540,30,2.16,yuv420p,,,,
8331282929,960,540,24,3.76,yuv420p,,,,
8331470149,960,540,24,3.02,yuv420p,,,,
8331955206,960,540,30,3.84,yuv420p,,,,
8336226077,960,540,30,2.08,yuv420p,,,,
8339870239,960,540,24,1.992063492,yuv420p,,,,
8355599976,960,540,24,3.62,yuv420p,,,,
8366966088,960,540,30,2.84,yuv420p,,,,
8372557828,960,540,30,2.08,yuv420p,,,,
8380926104,960,540,30,3.4,yuv420p,,,,
8387302863,960,540,30,3.3,yuv420p,,,,
8396734122,960,540,24,2.84,yuv420p,,,,
8403451337,960,540,30,2.78,yuv420p,,,,
8408744905,960,540,30,3.5,yuv420p,,,,
8414555471,960,540,25,3.9,yuv420p,,,,
8415984918,960,540,24,2.38,yuv420p,,,,
8420230247,960,540,30,3.96,yuv420p,,,,
8424428827,960,540,30,3.38,yuv420p,,,,
8429349812,960,540,30,3.72,yuv420p,,,,
8431144343,960,540,24,3.82,yuv420p,,,,
8433382995,960,540,24,2.22,yuv420p,,,,
8435518163,960,540,30,3.16,yuv420p,,,,
8440192357,960,540,30,3.92,yuv420p,,,,
8440795977,960,540,30,2.28,yuv420p,,,,
8442879599,960,540,30,3.74,yuv420p,,,,
8455309721,960,540,30,3.42,yuv420p,,,,
8459254855,960,540,30,2.74,yuv420p,,,,
8467238180,960,540,30,3.18,yuv420p,,,,
8476574247,960,540,30,3.58,yuv420p,,,,
8477990214,960,540,24,2.1,yuv420p,,,,
8478531549,960,540,30,2.3,yuv420p,,,,
8479364057,960,540,24,2.74,yuv420p,,,,
8479579728,960,540,30,2.28,yuv420p,,,,
8480588816,960,540,30,3.74,yuv420p,,,,
8483400755,960,540,30,1.46,yuv420p,,,,
8484812859,960,540,30,3.38,yuv420p,,,,
8486027818,960,540,30,3.2,yuv420p,,,,
8487362151,960,540,30,3.54,yuv420p,,,,
8491617830,960,540,24,3.5,yuv420p,,,,
8494495600,960,540,24,3.74,yuv420p,,,,
8495275628,960,540,30,3.48,yuv420p,,,,
8507613491,960,540,30,2.28,yuv420p,,,,
8510251919,960,540,30,3.66,yuv420p,,,,
8522230898,960,540,24,3.34,yuv420p,,,,
8527434285,960,540,30,2.02,yuv420p,,,,
8531461869,960,540,24,2.72,yuv420p,,,,
8532196494,960,540,30,2.46,yuv420p,,,,
8536800170,960,540,24,3.12,yuv420p,,,,
8536919744,960,540,24,1.22,yuv420p,,,,
8541047953,960,540,30,3.28,yuv420p,,,,
8548046708,960,540,24,3.36,yuv420p,,,,
8552723245,960,540,24,3.58,yuv420p,,,,
8554748075,960,540,24,2.089068826,yuv420p,,,,
8562619627,960,540,25,4.26,yuv420p,,,,
8563986596,960,540,30,2.94,yuv420p,,,,
8565847545,960,540,30,3.08,yuv420p,,,,
8582023917,960,540,30,2.04,yuv420p,,,,
8583146942,960,540,30,2.54,yuv420p,,,,
8586743266,960,540,30,2.72,yuv420p,,,,
8587203405,960,540,30,3.54,yuv420p,,,,
8587384006,960,540,30,3.74,yuv420p,,,,
8587927758,960,540,24,2.14,yuv420p,,,,
8588854353,960,540,24,3.88,yuv420p,,,,
8589300397,960,540,30,3.6,yuv420p,,,,
8591330227,960,540,25,2.36,yuv420p,,,,
8592011515,960,540,24,2,yuv420p,,,,
8604343265,960,540,24,2.54,yuv420p,,,,
8610122536,960,540,30,3.58,yuv420p,,,,
8616015387,960,540,30,3.54,yuv420p,,,,
8625682550,960,540,24,1.84,yuv420p,,,,
8631895364,960,540,30,3.66,yuv420p,,,,
8632107216,960,540,30,2.32,yuv420p,,,,
8635322862,960,540,30,2.36,yuv420p,,,,
8643275693,960,540,30,3.22,yuv420p,,,,
8643336872,960,540,30,1.68,yuv420p,,,,
8646141367,960,540,25,3.8,yuv420p,,,,
8646170532,960,540,30,3.48,yuv420p,,,,
8657921837,960,540,24,4.3,yuv420p,,,,
8663100289,960,540,24,2.034883721,yuv420p,,,,
8664958871,960,540,25,3.52,yuv420p,,,,
8667333526,960,540,25,2.62,yuv420p,,,,
8667534666,960,540,30,4.02,yuv420p,,,,
8670600555,960,540,30,3.16,yuv420p,,,,
8675766145,960,540,30,2.5,yuv420p,,,,
8679156964,960,540,25,3.8,yuv420p,,,,
8683385786,960,540,30,3.66,yuv420p,,,,
8685321568,960,540,24,2.18,yuv420p,,,,
8688311915,960,540,30,2.98,yuv420p,,,,
8689455432,960,540,30,2.68,yuv420p,,,,
8699104416,960,540,24,2.48,yuv420p,,,,
8701032421,960,540,24,4.02,yuv420p,,,,
8716622241,960,540,30,3.38,yuv420p,,,,
8717647202,960,540,25,3.64,yuv420p,,,,
8717841410,960,540,30,3.22,yuv420p,,,,
8724380666,960,540,30,1.4,yuv420p,,,,
8728910927,960,540,24,2.78,yuv420p,,,,
8729280042,960,540,24,2.26,yuv420p,,,,
8729448612,960,540,30,2.7,yuv420p,,,,
8730797431,960,540,30,3.7,yuv420p,,,,
8731159058,960,540,30,2.2,yuv420p,,,,
8731237129,960,540,24,2.48,yuv420p,,,,
8733102851,960,540,30,3.08,yuv420p,,,,
8738388681,960,540,30,3.8,yuv420p,,,,
8741017589,960,540,30,3.676470588,yuv420p,,,,
8751538577,960,540,24,4.4,yuv420p,,,,
8751856572,960,540,30,3.9,yuv420p,,,,
8758952624,960,540,30,4.3,yuv420p,,,,
8772282000,960,540,30,3.24,yuv420p,,,,
8773297527,960,540,30,3.72,yuv420p,,,,
8842319020,960,540,24,2.86,yuv420p,,,,
8859509880,960,540,30,3.94,yuv420p,,,,
8886176135,960,540,30,3.56,yuv420p,,,,
8909265380,960,540,30,2.78,yuv420p,,,,
8915047035,960,540,30,3.68,yuv420p,,,,
8918155991,960,540,30,3.46,yuv420p,,,,
8921577578,960,540,30,3.48,yuv420p,,,,
8931854960,960,540,30,3.7,yuv420p,,,,
8933125503,960,540,30,2.4,yuv420p,,,,
8937776831,960,540,30,3.9,yuv420p,,,,
8953002659,960,540,30,3.9,yuv420p,,,,
8955950667,960,540,30,3.66,yuv420p,,,,
8957212602,960,540,30,3.56,yuv420p,,,,
8965205906,960,540,30,3.6,yuv420p,,,,
8967888670,960,540,24,3.32,yuv420p,,,,
8976267501,960,540,30,3,yuv420p,,,,
8986658663,960,540,30,3.2,yuv420p,,,,
8991258489,960,540,24,3.86,yuv420p,,,,
8995404511,960,540,30,3.798245614,yuv420p,,,,
9000209228,960,540,25,2.1,yuv420p,,,,
9047671138,960,540,30,1.98,yuv420p,,,,
9058636581,960,540,30,1.82,yuv420p,,,,
9060241382,960,540,25,4.04,yuv420p,,,,
9083519636,960,540,30,2.86,yuv420p,,,,
9085955167,960,540,30,3.2,yuv420p,,,,
9086621277,960,540,24,3.28,yuv420p,,,,
9089204842,960,540,24,3.02,yuv420p,,,,
9093682547,960,540,24,3.1,yuv420p,,,,
9095814754,960,540,24,3.8,yuv420p,,,,
9098899158,960,540,24,3.02,yuv420p,,,,
9136867624,960,540,30,2.12,yuv420p,,,,
9144368303,960,540,24,2.9,yuv420p,,,,
9189459433,960,540,25,2.22,yuv420p,,,,
9195826668,960,540,30,3.16,yuv420p,,,,
9209826160,960,540,30,3.34,yuv420p,,,,
9234105504,960,540,24,2.26,yuv420p,,,,
9248029519,960,540,30,2.7,yuv420p,,,,
9256674744,960,540,30,2.26,yuv420p,,,,
9258419063,960,540,25,3.74,yuv420p,,,,
9267867823,960,540,30,3.84,yuv420p,,,,
9277742312,960,540,30,3.4,yuv420p,,,,
9298912586,960,540,24,2.5,yuv420p,,,,
9317770917,960,540,30,3.38,yuv420p,,,,
9363436148,960,540,30,3.58,yuv420p,,,,
9369433766,960,540,24,1.52,yuv420p,,,,
9382662040,960,540,24,2.76,yuv420p,,,,
9387089233,960,540,30,2.68,yuv420p,,,,
9390723258,960,540,30,3.8,yuv420p,,,,
9425570317,960,540,24,3,yuv420p,,,,
9427595515,960,540,30,2.06,yuv420p,,,,
9434801897,960,540,25,3.34,yuv420p,,,,
9445782126,960,540,30,1.52,yuv420p,,,,
9455400456,960,540,24,2.22,yuv420p,,,,
9459232387,960,540,30,3.04,yuv420p,,,,
9464591256,960,540,24,3.98,yuv420p,,,,
9478631712,960,540,30,3.706349206,yuv420p,,,,
9480678073,960,540,30,4.04,yuv420p,,,,
9494995600,960,540,24,2.74,yuv420p,,,,
9513714022,960,540,30,3.8,yuv420p,,,,
9513903384,960,540,30,4.04,yuv420p,,,,
9515797648,960,540,30,3.78,yuv420p,,,,
9521557660,960,540,24,3.6,yuv420p,,,,
9524637688,960,540,30,2.58,yuv420p,,,,
9525693928,960,540,30,3.86,yuv420p,,,,
9536307250,960,540,30,3.16,yuv420p,,,,
9542585542,960,540,30,3.82,yuv420p,,,,
9564154386,960,540,30,2.1,yuv420p,,,,
9571377943,960,540,24,4.28,yuv420p,,,,
9583034514,960,540,30,3.88,yuv420p,,,,
9586728257,960,540,30,3.56,yuv420p,,,,
9586935224,960,540,30,3.34,yuv420p,,,,
9617144245,960,540,30,3.82,yuv420p,,,,
9618443862,960,540,30,2.08,yuv420p,,,,
9633125766,960,540,30,3.42,yuv420p,,,,
9633321480,960,540,24,4.08,yuv420p,,,,
9651230522,960,540,30,2.56,yuv420p,,,,
9659398278,960,540,30,3.3,yuv420p,,,,
9675032717,960,540,25,3.26,yuv420p,,,,
9680817388,960,540,30,3.84,yuv420p,,,,
9709640314,960,540,30,4.02,yuv420p,,,,
9717753449,960,540,24,2.36,yuv420p,,,,
9724431856,960,540,30,3.84,yuv420p,,,,
9725289895,960,540,30,3.58,yuv420p,,,,
9726323401,960,540,30,3.272,yuv420p,,,,
9732912473,960,540,30,3.42,yuv420p,,,,
9737640625,960,540,24,3.36,yuv420p,,,,
9740517228,960,540,24,3.8,yuv420p,,,,
9753414792,960,540,30,3.84,yuv420p,,,,
9765162404,960,540,30,2.08,yuv420p,,,,
9766188655,960,540,30,3.06,yuv420p,,,,
9802042845,960,540,30,3.66,yuv420p,,,,
9812197286,960,540,30,2.88,yuv420p,,,,
9812351333,960,540,30,3.74,yuv420p,,,,
9814654176,960,540,30,1.94,yuv420p,,,,
9830655414,960,540,30,3.56,yuv420p,,,,
9908050493,960,540,30,2.96,yuv420p,,,,
9917916796,960,540,30,4.04,yuv420p,,,,
9969637164,960,540,30,3.42,yuv420p,,,,
10008004183,960,540,25,4.06,yuv420p,,,,
10013374164,960,540,30,3.74,yuv420p,,,,
10016324794,960,540,24,2.96,yuv420p,,,,
10019485755,960,540,30,3.7,yuv420p,,,,
10027007645,960,540,30,3.8,yuv420p,,,,
10053703034,960,540,30,3.46,yuv420p,,,,
10102107193,960,540,25,2.18,yuv420p,,,,
10115791113,960,540,30,3.68,yuv420p,,,,
10116604143,960,540,24,3.08,yuv420p,,,,
10124821225,960,540,30,3.4,yuv420p,,,,
10127250986,960,540,30,2.3,yuv420p,,,,
10128248563,960,540,30,2.86,yuv420p,,,,
10132105415,960,540,30,1.64,yuv420p,,,,
10149337843,960,540,30,3.94,yuv420p,,,,
10178280003,960,540,30,1.7,yuv420p,,,,
10201521555,960,540,24,2.3,yuv420p,,,,
10208239954,960,540,30,3.12,yuv420p,,,,
10238939436,960,540,24,2.58,yuv420p,,,,
10244479353,960,540,30,4.14,yuv420p,,,,
10249998364,960,540,24,3.4,yuv420p,,,,
10270536464,960,540,30,3.42,yuv420p,,,,
10283826203,960,540,30,4.14,yuv420p,,,,
10314276135,960,540,30,3.22,yuv420p,,,,
10340094005,960,540,30,3.32,yuv420p,,,,
10403478556,960,540,24,3.68,yuv420p,,,,
10404182556,540,960,30,2.32,yuv420p,,,,
10406095776,960,540,30,2.62,yuv420p,,,,
10408715786,960,540,30,3.253731343,yuv420p,,,,
10411421606,960,540,30,2.52,yuv420p,,,,
10417424703,960,540,30,1.88,yuv420p,,,,
10500520233,960,540,30,2.86,yuv420p,,,,
10521676086,960,540,30,2.88,yuv420p,,,,
10533906564,960,540,30,3.24,yuv420p,,,,
10541657773,960,540,24,3.74,yuv420p,,,,
10595581344,960,540,30,4.14,yuv420p,,,,
10602272313,960,540,30,3.1,yuv420p,,,,
10609570083,960,540,30,3.1,yuv420p,,,,
10625504535,960,540,30,2.1,yuv420p,,,,
10636855406,960,540,30,3.88,yuv420p,,,,
10650618913,960,540,30,1.7,yuv420p,,,,
10655599784,960,540,30,3.26,yuv420p,,,,
10657154643,960,540,30,3.58,yuv420p,,,,
10672253555,960,540,30,1.614785992,yuv420p,,,,
10691750555,960,540,24,2.84,yuv420p,,,,
10694139655,960,540,24,1.82,yuv420p,,,,
10716218856,960,540,24,2.06,yuv420p,,,,
10716551125,960,540,25,2.22,yuv420p,,,,
10785115855,960,540,30,2.46,yuv420p,,,,
10804894696,960,540,24,3.12,yuv420p,,,,
10837320963,960,540,25,3.7,yuv420p,,,,
10838546955,960,540,30,3,yuv420p,,,,
10838718774,960,540,30,3.04,yuv420p,,,,
10838934973,960,540,30,3.34,yuv420p,,,,
10864372176,960,540,30,3.14,yuv420p,,,,
10925288616,960,540,24,1.46,yuv420p,,,,
10931366544,960,540,24,3.64,yuv420p,,,,
11013388203,960,540,24,3.76,yuv420p,,,,
11057110163,960,540,30,2.78,yuv420p,,,,
